id,gender,vetek,age,Total_income,Total_km,month
992,m,17.3,30.4,1901665,8205,february
993,m,2.9,29.9,2237830,8042,february
994,m,2.6,37.1,75933,8493,february
995,m,3.7,120.3,128525,8476,february
996,m,175.0,36.1,155524,8374,february
997,m,10.5,55.9,3689800,8931,february
998,m,1.4,26.4,146811,10468,february
999,m,14.1,39.4,111996,10443,february
1000,m,4.0,39.6,89824,8895,february
1,f,1.4,37.8,1787394,9489,march
2,m,1.0,59.8,95613,7470,march
3,m,4.7,43.4,1317925,13044,march
4,m,11.7,53.9,2064738,8966,march
5,m,4.7,34.1,1479467,9015,march
6,m,15.1,29.8,81483,8277,march
7,m,14.1,35.1,146459,9142,march
8,m,13.2,33.7,70669,7845,march
9,m,8.9,44.7,118065,11614,march
10,m,6.4,39.8,3010807,8609,march
11,m,215.0,33.4,4348867,7867,march
12,m,15.6,53.3,85238,6500,march
13,m,15.2,37.8,4567430,7534,march
14,m,1.7,51.0,84673,12345,march
15,m,4.2,29.3,106798,10980,march
16,m,8.0,42.2,2757948,7171,march
17,m,18.5,120.3,1770032,7063,march
18,m,16.0,30.7,77981,9841,march
19,m,12.4,120.3,1105419,10582,march
20,m,18.1,46.4,2909233,8287,march
21,m,7.5,27.1,64470,8580,march
22,m,13.8,44.5,112715,10864,march
23,m,322.0,45.4,71290,6338,march
24,m,12.8,27.4,76334,8260,march
25,m,14.6,29.1,84519,8562,march
26,f,2.7,41.9,4198053,9060,march
27,m,12.8,48.7,61864,7590,march
28,m,4.4,59.6,2218509,9460,march
29,m,10.7,40.8,115128,7745,march
30,m,9.2,40.4,3103083,9497,march
31,unknown,16.8,31.0,652544,7553,march
32,m,2.4,49.8,83566,8223,march
33,m,15.2,49.4,118844,10691,march
34,m,18.6,120.3,742967,12749,march
35,m,4.0,47.7,78770,8237,march
36,m,16.3,31.8,53855,7255,march
37,m,12.4,38.1,76311,7623,march
38,unknown,5.9,45.7,2288868,8929,march
39,m,1.1,53.1,4869107,9847,march
40,m,9.0,30.7,3449059,14404,march
41,m,10.0,31.2,136720,8654,march
42,m,13.9,50.7,142380,8199,march
43,m,1.2,51.7,93116,10025,march
44,m,8.9,55.4,2144910,7611,march
45,m,11.4,34.7,601454,7698,march
46,m,13.7,29.6,101490,9167,march
47,m,5.3,35.1,1055705,8502,march
48,m,11.9,57.5,4594805,12731,march
49,m,3.0,39.4,141495,8073,march
50,m,9.0,47.5,2845189,11349,march
51,unknown,6.9,33.8,66951,7102,march
52,m,5.2,49.6,87546,8261,march
53,m,7.9,50.8,54980,7711,march
54,m,1.3,51.5,316948,8069,march
55,m,2.7,28.3,1993872,6440,march
56,m,14.0,32.9,184048,6618,march
57,m,16.7,59.4,518204,8095,march
58,m,6.9,55.5,1903656,7510,march
59,m,8.1,41.1,2152032,7031,march
60,m,11.0,47.8,2377605,8067,march
61,m,16.4,28.7,75393,9872,march
62,m,4.3,28.3,86115,8326,march
63,m,12.5,55.9,2745408,8393,march
64,m,5.6,40.4,1996848,9219,march
65,unknown,15.7,41.2,82137,9197,march
66,m,18.9,34.3,2780610,8125,march
67,m,130.0,54.7,106742,10868,march
68,f,351.0,29.5,3548281,8087,march
69,m,11.5,51.4,88266,8226,march
70,f,4.7,53.3,58762,8071,march
71,m,1.0,34.1,96753,9186,march
72,m,11.5,41.1,103311,7559,march
73,m,14.7,42.9,59779,8085,march
74,m,15.0,31.6,6193164,8623,march
75,m,6.5,41.7,122745,8874,march
76,unknown,11.5,41.1,2476979,7403,march
77,m,8.9,57.8,92047,7493,march
78,m,7.9,30.4,3329530,9410,march
79,m,4.9,36.0,77063,7660,march
80,m,17.5,52.0,97376,6732,march
81,m,14.4,36.4,5992171,9252,march
82,m,4.0,56.2,106554,10920,march
83,m,8.2,60.0,91061,7070,march
84,unknown,18.8,30.8,110641,9392,march
85,m,16.7,33.1,902110,9904,march
86,unknown,5.4,120.3,111007,8974,march
87,m,15.4,42.4,2897858,8699,march
88,m,18.0,38.0,66275,8227,march
89,m,7.5,37.2,76223,9925,march
90,m,11.5,54.5,102356,10160,march
91,m,2.7,27.9,1228593,10590,march
92,m,15.1,36.0,74985,8921,march
93,f,14.3,32.8,74797,8127,march
94,m,9.2,120.3,732668,10382,march
95,m,14.3,49.4,72475,8341,march
96,m,9.4,31.5,130336,8518,march
97,m,11.0,56.5,3450090,10990,march
98,m,10.5,33.4,5585105,11110,march
99,m,5.7,49.7,98017,11297,march
100,m,17.2,32.5,121699,7507,march
101,m,313.0,120.3,63407,7954,march
102,m,11.6,49.6,96015,10213,march
103,m,11.8,58.7,662057,8446,march
104,unknown,5.7,51.4,3187394,8884,march
105,m,2.2,42.7,2501823,7193,march
106,m,1.2,36.7,109605,7122,march
107,m,10.0,44.0,111877,10035,march
108,m,2.9,46.1,70020,9430,march
109,m,7.3,39.9,1078597,9937,march
110,m,15.7,53.7,212158,9590,march
111,m,275.0,39.7,5875389,7985,march
112,m,322.0,49.1,97484,7872,march
113,m,16.9,120.3,150302,8159,march
114,m,337.0,55.5,5156652,8191,march
115,m,17.6,30.6,72363,8180,march
116,m,10.6,37.2,137629,6787,march
117,m,17.1,53.8,1660567,9105,march
118,m,9.3,34.1,81196,9788,march
119,m,15.4,60.0,78441,6910,march
120,f,7.2,43.8,131742,10411,march
121,m,18.4,53.0,100122,10151,march
122,m,5.7,36.3,80750,7224,march
123,m,11.5,59.6,1094697,8320,march
124,m,9.5,29.5,116547,9555,march
125,m,9.2,31.5,1893966,9324,march
126,m,271.0,47.5,76095,7682,march
127,m,11.8,49.9,86555,8828,march
128,m,5.9,46.3,83256,8397,march
129,m,11.3,29.9,2552827,9634,march
130,m,15.0,53.8,143766,8202,march
131,m,16.0,29.4,8098087,11938,march
132,m,17.3,54.9,118727,8562,march
133,m,13.8,37.7,98417,7021,march
134,m,6.2,59.2,119331,8808,march
135,unknown,10.5,120.3,99125,11627,march
136,m,1.0,52.9,128247,9834,march
137,m,17.6,52.6,66353,7793,march
138,m,5.5,28.9,2722260,8650,march
139,m,8.7,50.8,80160,8228,march
140,m,14.0,120.3,118342,12669,march
141,m,8.8,39.1,2464751,7890,march
142,unknown,14.2,31.7,3301347,6378,march
143,m,7.3,120.3,108535,9442,march
144,m,7.4,37.8,90949,9756,march
145,m,7.5,44.1,546292,10825,march
146,m,5.6,32.4,97066,8170,march
147,m,14.7,48.0,80969,8823,march
148,m,9.8,58.8,4607140,10479,march
149,m,5.5,46.9,59725,8452,march
150,m,10.2,120.3,3656025,9543,march
151,m,18.7,42.8,117767,8602,march
152,m,3.3,29.8,1763908,7597,march
153,m,18.2,27.1,88547,7500,march
154,m,6.9,120.3,2838833,16701,march
155,m,141.0,51.7,74821,7902,march
156,unknown,272.0,59.1,8042641,11398,march
157,m,16.2,51.2,74479,8034,march
158,m,3.0,120.3,65534,7798,march
159,m,235.0,42.5,4692240,12034,march
160,m,18.1,29.0,82392,9171,march
161,m,2.9,45.9,78423,7822,march
162,m,12.1,29.8,152587,17061,march
163,m,9.1,52.5,94320,15411,march
164,m,10.5,34.2,3060798,11138,march
165,f,17.6,44.7,117415,9041,march
166,m,1.3,120.3,80829,8148,march
167,m,6.7,31.3,80641,8012,march
168,m,11.2,55.0,92441,9014,march
169,m,18.0,54.4,140328,10731,march
170,m,16.2,29.1,224534,14631,march
171,m,155.0,43.6,3036301,8219,march
172,m,10.6,50.0,3307702,11208,march
173,m,9.3,40.5,82639,8245,march
174,m,331.0,40.4,2720570,7732,march
175,m,7.2,33.0,4376316,7844,march
176,m,327.0,30.1,97549,11888,march
177,m,1.9,35.3,1120929,10102,march
178,m,7.8,43.4,59174,7610,march
179,unknown,15.2,47.1,2318857,11462,march
180,m,10.8,42.5,66877,9660,march
181,m,10.0,31.2,343518,9551,march
182,m,14.4,35.0,184097,8105,march
183,m,14.6,36.2,86283,10204,march
184,m,14.7,40.6,5476518,7767,march
185,m,14.5,29.8,1440514,8146,march
186,m,227.0,60.1,86340,9966,march
187,m,17.0,43.1,94891,10833,march
188,m,18.5,28.0,2129264,11255,march
189,m,5.9,36.0,2740864,8439,march
190,m,14.1,51.9,82541,9646,march
191,m,37.0,44.7,68163,8535,march
192,m,5.7,39.9,2149246,7998,march
193,m,16.4,47.1,1315601,7885,march
194,m,18.7,60.2,497897,10557,march
195,unknown,8.8,48.4,5262776,8935,march
196,m,4.3,40.5,76257,8388,march
197,m,12.9,38.9,769174,7006,march
198,m,16.6,35.4,82402,7804,march
199,m,13.1,43.6,1864128,9005,march
200,m,242.0,33.7,99637,11966,march
201,m,6.1,51.7,77535,9750,march
202,m,4.0,51.3,4262478,6831,march
203,m,16.3,53.3,73569,7695,march
204,m,9.8,49.0,93058,8711,march
205,m,9.9,50.5,4199712,9580,march
206,m,5.3,58.5,3909913,9984,march
207,m,3.5,42.2,109527,8477,march
208,m,3.7,51.3,117142,9455,march
209,m,11.3,41.8,90956,10721,march
210,m,1.9,31.3,98270,8180,march
211,m,8.5,31.0,7436203,8111,march
212,m,1.6,40.7,89337,8181,march
213,m,15.2,34.8,107661,10388,march
214,m,5.9,120.3,60373,6710,march
215,m,7.2,47.1,3178062,13591,march
216,m,14.5,30.7,66625,7522,march
217,m,14.8,58.3,104792,9509,march
218,m,12.0,54.8,110638,10465,march
219,m,17.3,33.9,125591,7525,march
220,m,7.3,27.2,107042,11664,march
221,m,3.7,58.3,117024,7460,march
222,m,11.6,33.5,3662635,8417,march
223,unknown,5.2,47.5,174789,8018,march
224,m,9.8,37.0,180342,8932,march
225,m,226.0,120.3,65519,6911,march
226,m,8.2,51.5,75869,8323,march
227,m,16.2,120.3,1191724,9114,march
228,m,9.5,42.7,111007,7467,march
229,m,7.9,49.4,4763646,10935,march
230,m,5.1,32.5,800894,9579,march
231,unknown,17.8,36.8,549956,7795,march
232,m,13.6,38.5,7013741,11044,march
233,m,12.8,32.4,93166,8577,march
234,m,6.2,36.5,7457133,14039,march
235,m,9.0,31.7,2181458,8815,march
236,m,6.7,36.3,64467,7124,march
237,m,10.7,33.5,2855814,7988,march
238,m,3.6,56.2,1864824,14411,march
239,m,360.0,54.8,4965916,12121,march
240,m,5.8,120.3,2425567,8794,march
241,m,11.2,30.8,3038510,11332,march
242,f,14.5,41.1,126482,9624,march
243,m,16.7,32.4,1199788,9815,march
244,m,3.1,34.8,96929,10889,march
245,m,13.2,55.0,3615702,12280,march
246,m,15.1,51.5,4471937,7174,march
247,m,2.0,47.8,3365614,8156,march
248,m,14.8,31.1,65290,7419,march
249,m,8.2,55.1,81613,9674,march
250,m,48.0,26.3,89850,8427,march
251,m,11.9,37.4,108269,10274,march
252,m,14.0,34.9,88520,8714,march
253,f,18.0,47.0,149492,8171,march
254,m,18.2,51.3,396042,8393,march
255,m,15.2,45.3,81975,7384,march
256,m,8.8,120.3,76158,7567,march
257,m,4.5,30.4,2441413,10856,march
258,m,6.3,37.8,154327,8814,march
259,m,2.7,55.2,338296,7690,march
260,m,1.1,29.2,117436,7317,march
261,m,18.5,30.8,81830,7905,march
262,m,14.7,58.9,81173,7344,march
263,m,12.2,46.9,101921,7603,march
264,m,12.7,53.7,66630,8239,march
265,m,3.8,34.0,101785,8309,march
266,m,1.4,30.3,6013360,12934,march
267,m,4.8,47.1,155457,9787,march
268,m,11.2,35.5,91377,8239,march
269,m,8.1,33.8,875190,10000,march
270,m,10.1,35.0,4360872,10999,march
271,m,141.0,59.2,3848786,9038,march
272,m,10.3,35.6,95257,9037,march
273,m,13.2,37.4,74453,7953,march
274,m,8.6,58.0,89536,8342,march
275,unknown,14.8,28.4,67842,8336,march
276,m,18.5,39.4,105944,14180,march
277,m,12.5,27.5,95810,8189,march
278,unknown,10.8,41.4,108511,9732,march
279,m,3.9,39.2,91741,7807,march
280,unknown,2.4,54.4,95140,8523,march
281,m,16.5,52.5,129819,9732,march
282,m,15.3,53.4,93219,11027,march
283,m,9.6,52.2,2754641,8414,march
284,m,14.4,34.8,115911,8068,march
285,m,353.0,41.7,93153,8836,march
286,m,16.9,58.5,3912285,7399,march
287,m,15.2,34.4,3494831,7892,march
288,unknown,18.3,41.5,82976,7523,march
289,m,169.0,33.9,71064,6950,march
290,m,4.3,32.0,79361,9109,march
291,m,5.4,27.4,2717320,8881,march
292,m,13.2,27.0,745379,8979,march
293,m,10.8,38.7,122139,8692,march
294,m,4.9,53.6,2325362,9511,march
295,m,8.4,40.8,3788712,7711,march
296,m,11.1,36.5,899714,10508,march
297,m,1.0,48.0,96011,11863,march
298,m,11.8,33.5,162840,8805,march
299,m,2.0,44.4,6228724,8223,march
300,m,9.5,29.5,120202,9835,march
301,unknown,2.0,27.4,132430,9791,march
302,m,78.0,41.6,87286,8897,march
303,m,218.0,31.3,128734,8254,march
304,m,17.7,54.8,4550308,8218,march
305,m,4.2,57.4,222728,10042,march
306,m,16.2,51.3,91530,7300,march
307,m,265.0,59.3,1314110,11051,march
308,m,324.0,42.4,103582,7655,march
309,m,14.6,32.6,96650,7920,march
310,m,309.0,36.5,104634,5822,march
311,unknown,9.4,26.4,58122,7221,march
312,m,13.4,55.5,1651884,5940,march
313,m,14.1,48.1,83910,8602,march
314,m,4.0,43.4,427860,8651,march
315,m,8.7,55.4,137020,8055,march
316,m,79.0,29.1,4376107,8524,march
317,m,2.7,27.6,995271,7394,march
318,m,9.5,54.9,97357,10700,march
319,m,9.7,36.5,76976,8270,march
320,m,14.4,37.4,91502,10628,march
321,m,10.1,120.3,261980,11902,march
322,m,13.4,39.5,5960106,9815,march
323,f,8.9,42.8,86936,9832,march
324,m,9.8,48.9,4062030,8951,march
325,m,7.6,53.8,1098474,7787,march
326,m,1.6,27.1,82686,9156,march
327,m,309.0,46.1,104714,8184,march
328,m,11.4,34.0,128999,7671,march
329,m,4.5,37.8,77975,10264,march
330,m,2.2,120.3,4151743,12301,march
331,m,9.1,30.4,390185,8156,march
332,f,18.7,49.3,105713,9525,march
333,m,8.4,44.4,72189,8082,march
334,m,7.2,50.6,138623,11387,march
335,m,278.0,41.3,1787246,8374,march
336,m,15.5,47.7,493747,10333,march
337,m,9.4,30.3,149999,11583,march
338,m,4.3,36.9,3459509,11489,march
339,m,18.1,35.5,76776,7029,march
340,unknown,6.5,38.0,1463832,7735,march
341,f,16.9,57.4,3191922,8429,march
342,m,4.9,37.8,380685,8311,march
343,m,16.4,57.3,24130407,10698,march
344,m,11.8,45.9,3035907,9078,march
345,m,12.9,34.5,112262,11700,march
346,m,16.0,44.2,518333,8586,march
347,m,15.2,25.77726503504606,3764151,11459,march
348,m,1.0,55.2,7688466,11887,march
349,m,16.7,57.4,2404278,8396,march
350,m,18.5,46.9,101308,8442,march
351,m,7.8,48.1,112425,9060,march
352,m,9.3,52.4,4432641,9410,march
353,m,5.3,59.3,97353,11182,march
354,m,147.0,60.0,2255418,9377,march
355,m,3.0,44.5,183357,11068,march
356,m,12.6,45.6,90855,8591,march
357,m,9.0,37.0,84245,8481,march
358,m,18.3,30.2,102476,8634,march
359,m,7.9,42.1,80176,7811,march
360,m,12.0,43.8,2048949,7150,march
361,unknown,15.4,45.4,4052242,8920,march
362,m,3.7,33.3,5137553,8595,march
363,m,1.3,39.4,1081813,10256,march
364,m,9.2,35.3,2555071,12342,march
365,m,5.3,31.4,96997,7026,march
366,m,7.5,37.3,109822,8230,march
367,m,5.2,53.2,112533,10655,march
368,m,14.7,48.1,891670,9846,march
369,m,8.9,30.6,56015,6652,march
370,m,1.9,40.6,122882,12039,march
371,m,5.6,46.6,69365,11046,march
372,m,14.3,27.5,83547,8953,march
373,m,5.9,55.3,70783,7260,march
374,unknown,13.9,34.0,70249,8184,march
375,m,18.2,37.6,58812,7347,march
376,m,6.4,32.2,5364282,7885,march
377,f,4.0,52.1,3620358,14130,march
378,unknown,3.5,31.0,564334,7459,march
379,m,12.4,59.4,122195,9792,march
380,m,1.5,55.5,371968,11939,march
381,m,34.0,38.4,125303,7979,march
382,m,10.9,28.7,124328,10467,march
383,m,15.6,31.8,56601,7913,march
384,m,2.5,37.8,1262950,9217,march
385,m,9.4,38.9,5612454,8917,march
386,m,12.8,31.8,258630,11113,march
387,m,16.0,40.5,4178956,7556,march
388,m,1.6,2.713396319478533,119329,11387,march
389,m,1.7,52.8,4081372,7349,march
390,m,12.7,48.6,66348,6293,march
391,m,2.2,42.2,2991711,7708,march
392,unknown,4.8,27.7,114901,11579,march
393,m,7.3,28.1,2460121,8900,march
394,m,5.1,50.5,2799584,8976,march
395,m,16.9,53.5,2199567,8457,march
396,m,12.5,27.4,101013,7871,march
397,m,12.9,21.87675782579567,128987,7784,march
398,m,4.8,46.3,3165189,8089,march
399,m,312.0,48.1,119961,10340,march
400,unknown,10.9,52.3,83077,9032,march
401,m,13.2,120.3,107579,9507,march
402,m,15.1,30.0,72429,8716,march
403,m,7.8,40.1,77363,8617,march
404,m,14.7,50.0,3439374,8935,march
405,m,54.0,26.5,86718,7965,march
406,unknown,1.4,31.1,98155,7814,march
407,m,2.4,40.9,74912,8230,march
408,m,312.0,59.4,806155,8773,march
409,m,14.6,39.3,74975,6914,march
410,m,17.4,33.1,129111,9876,march
411,m,2.5,53.0,104575,9685,march
412,m,4.6,53.6,81296,6206,march
413,m,1.0,42.2,6916827,9762,march
414,m,7.7,32.4,1109179,11804,march
415,m,7.1,56.8,123438,11712,march
416,m,16.2,45.2,2861804,13043,march
417,m,3.6,38.5,3945809,14505,march
418,m,9.8,45.0,110623,11036,march
419,m,18.2,120.3,4717659,10471,march
420,m,5.9,51.1,5421907,6804,march
421,m,11.2,45.6,68449,8170,march
422,m,11.6,44.5,1776253,8753,march
423,m,211.0,54.0,2227419,9575,march
424,m,3.8,44.2,111245,9477,march
425,m,17.9,120.3,3336143,9027,march
426,m,7.2,38.1,2429321,11153,march
427,m,3.4,42.4,6871849,8838,march
428,m,13.8,31.3,77306,8135,march
429,m,4.7,41.0,76031,9467,march
430,m,11.6,120.3,97980,7019,march
431,m,3.0,37.0,116193,9949,march
432,m,318.0,41.7,107611,10057,march
433,m,8.6,31.8,3489406,8546,march
434,m,7.7,31.2,63261,9086,march
435,f,17.1,54.8,2092898,7781,march
436,unknown,12.0,32.1,119734,7258,march
437,m,9.8,29.3,126050,9895,march
438,m,7.0,31.7,1320083,10715,march
439,m,103.0,59.6,3875907,7309,march
440,f,4.4,33.9,1984473,8209,march
441,m,2.3,45.3,107524,10089,march
442,m,13.5,56.1,6499040,8607,march
443,m,1.5,31.0,1756543,9276,march
444,m,4.1,39.4,2916920,7846,march
445,m,18.6,53.8,3916828,9847,march
446,m,45.0,43.5,2053722,10209,march
447,m,12.1,59.8,67712,9882,march
448,m,15.3,46.1,3884035,10562,march
449,m,18.7,32.8,11820372,9750,march
450,m,13.3,52.1,2814816,8449,march
451,m,10.2,41.3,90290,7747,march
452,m,4.4,47.7,370304,7886,march
453,f,5.4,54.8,62926,6103,march
454,m,82.0,34.5,94195,9898,march
455,m,3.9,120.3,72955,7743,march
456,m,5.9,50.2,87226,7898,march
457,m,10.5,57.8,97030,7699,march
458,m,64.0,34.0,103916,9987,march
459,m,131.0,31.0,114703,9027,march
460,f,118.0,27.3,99124,8561,march
461,m,2.5,59.2,5347410,10337,march
462,unknown,10.3,33.6,119350,8878,march
463,m,10.3,42.5,4732196,9788,march
464,m,6.4,52.8,1436173,14507,march
465,m,17.2,56.4,2850674,9510,march
466,m,13.4,46.1,535811,8441,march
467,m,192.0,120.3,71453,7509,march
468,m,3.3,46.7,98243,7774,march
469,m,10.3,58.4,85277,7714,march
470,m,3.5,39.3,3671165,8621,march
471,m,4.4,58.8,226807,10821,march
472,unknown,8.5,34.9,70873,9206,march
473,m,14.6,53.5,20507973,12647,march
474,m,13.1,50.7,128889,9168,march
475,m,9.6,32.1,129181,8666,march
476,m,18.3,120.3,2247913,7557,march
477,m,8.8,40.7,188263,8911,march
478,m,7.8,29.7,3524877,12712,march
479,m,1.0,48.9,3697111,8315,march
480,m,11.5,32.9,584009,7969,march
481,f,17.1,45.5,3060310,11079,march
482,m,13.1,59.6,99402,8917,march
483,m,12.5,41.9,136923,9076,march
484,m,4.1,30.6,107657,9523,march
485,m,15.4,50.7,4848432,9768,march
486,m,5.1,50.8,1510666,9200,march
487,m,14.8,26.6,91454,12410,march
488,m,5.8,26.8,126371,11972,march
489,m,17.4,34.0,4826296,7682,march
490,m,12.7,56.9,73227,8552,march
491,m,3.2,55.4,3093772,9779,march
492,m,11.8,41.6,606870,7467,march
493,m,85.0,56.0,151132,8967,march
494,m,7.9,43.1,2722560,7977,march
495,m,5.5,46.9,92524,9351,march
496,m,17.3,52.6,1286905,10140,march
497,unknown,11.7,40.6,1549692,10566,march
498,m,15.3,43.5,4781313,8201,march
499,m,1.0,26.7,1610861,8247,march
500,f,13.5,40.6,102124,8430,march
501,m,9.3,42.0,75839,8166,march
502,m,7.9,55.8,123298,8141,march
503,m,18.0,120.3,3449594,10098,march
504,m,1.8,34.3,2294080,11092,march
505,m,2.5,28.0,56595,6499,march
506,m,5.6,33.0,2662380,13445,march
507,m,9.5,57.0,119676,10258,march
508,m,8.3,48.4,3402024,8282,march
509,m,172.0,41.0,1247310,9809,march
510,m,12.2,49.3,758522,7861,march
511,m,10.9,29.7,85877,8819,march
512,unknown,15.9,44.4,1151354,6280,march
513,m,14.3,36.5,142917,8101,march
514,m,12.9,39.3,60782,7367,march
515,m,9.7,51.0,643875,8475,march
516,m,18.0,60.2,2671129,8319,march
517,m,16.4,41.2,65990,7169,march
518,m,16.6,49.3,114029,10157,march
519,unknown,1.7,37.0,2410642,9656,march
520,m,8.8,49.0,3470224,8750,march
521,m,303.0,50.4,1843164,8243,march
522,m,14.7,46.5,4311427,14823,march
523,m,1.2,26.4,76056,8001,march
524,f,18.5,33.8,113731,8957,march
525,m,9.1,33.5,2715696,10432,march
526,m,18.8,56.6,845053,9080,march
527,m,141.0,120.3,139445,7713,march
528,m,15.5,27.1,4354805,7361,march
529,m,6.1,42.2,150102,7922,march
530,unknown,6.9,41.5,6125528,8656,march
531,m,331.0,40.9,83101,8733,march
532,m,193.0,32.5,144471,10171,march
533,unknown,49.0,30.1,83872,11231,march
534,m,16.5,57.3,927373,7474,march
535,m,2.9,57.0,3383644,9105,march
536,m,3.4,49.4,85192,11069,march
537,m,2.5,31.6,108589,10466,march
538,unknown,13.5,38.4,5013337,8739,march
539,m,10.6,35.8,171176,9845,march
540,m,6.5,35.9,129657,9471,march
541,m,8.1,43.0,1509498,12130,march
542,m,7.8,29.7,2392007,8969,march
543,m,12.0,53.6,94288,10856,march
544,m,13.0,33.3,109794,10330,march
545,m,3.8,36.7,2022883,10533,march
546,m,13.5,49.9,102711,9077,march
547,m,7.5,12.719045247555622,3481722,8221,march
548,m,12.5,46.6,4626645,11212,march
549,m,16.4,49.5,838169,7556,march
550,unknown,7.5,40.8,79620,8491,march
551,m,4.3,120.3,2517178,9043,march
552,m,7.3,56.0,1433743,7388,march
553,m,1.8,29.6,123157,8626,march
554,m,9.5,34.4,21045366,11554,march
555,m,3.5,56.5,878952,7350,march
556,m,286.0,45.0,147571,12902,march
557,m,16.5,55.7,1036227,9710,march
558,m,9.1,29.9,3952229,10786,march
559,f,4.7,57.1,133411,9403,march
560,m,12.4,35.5,115386,8595,march
561,unknown,6.2,38.5,98914,7563,march
562,m,10.0,37.4,4849863,9418,march
563,m,7.1,38.4,3706585,10895,march
564,m,18.6,30.8,1031893,9661,march
565,m,17.2,38.6,133881,9812,march
566,m,11.7,120.3,2084802,7848,march
567,m,15.0,43.4,116769,12221,march
568,m,16.5,120.3,95683,10798,march
569,m,13.3,34.1,94282,8250,march
570,m,16.8,41.6,131411,10475,march
571,m,13.8,47.5,2860181,7698,march
572,m,7.6,120.3,111173,9539,march
573,m,6.4,55.0,112812,10798,march
574,m,108.0,55.1,72386,7436,march
575,m,10.9,27.2,150923,6743,march
576,m,4.1,58.4,4415216,13632,march
577,m,15.7,37.0,1045807,9030,march
578,m,8.8,50.1,115114,8302,march
579,m,99.0,35.3,125051,9557,march
580,m,10.4,58.2,164453,10391,march
581,m,18.5,30.2,4128219,8678,march
582,m,4.4,41.0,170701,11941,march
583,m,8.2,33.9,62397,7871,march
584,m,14.9,37.4,4661303,7767,march
585,m,11.3,31.9,4475736,8219,march
586,m,7.8,26.5,117511,8749,march
587,m,9.9,46.0,94263,8039,march
588,f,14.8,41.8,101841,9234,march
589,m,6.4,35.0,145003,9149,march
590,m,4.2,34.7,53015,7470,march
591,m,9.5,50.5,2542699,9896,march
592,m,12.7,46.9,59611,7593,march
593,m,15.5,37.3,1265072,9851,march
594,f,12.7,38.9,79573,7887,march
595,m,7.1,39.5,87886,7239,march
596,m,13.7,50.5,5633058,8100,march
597,m,13.1,54.4,90265,7761,march
598,m,9.4,45.6,3285336,10112,march
599,m,18.4,120.3,2348658,7634,march
600,m,17.2,32.8,9041874,9100,march
601,m,75.0,34.1,73677,7470,march
602,m,17.8,31.7,1150667,8273,march
603,m,10.7,29.3,2746236,8581,march
604,m,7.6,53.6,125752,11187,march
605,f,5.9,57.9,90477,8351,march
606,m,15.1,45.8,3342538,7394,march
607,m,13.1,28.5,2709581,9396,march
608,m,13.4,58.1,76072,7428,march
609,m,4.6,120.3,3657976,9014,march
610,m,8.9,59.1,3544721,8223,march
611,m,148.0,56.8,228258,10862,march
612,m,10.3,51.1,1924956,7621,march
613,m,2.5,45.1,1960408,9145,march
614,m,17.8,54.2,3109197,11704,march
615,m,2.9,46.0,355872,7680,march
616,m,8.8,55.8,190797,9953,march
617,m,17.4,32.4,6652102,9943,march
618,m,9.0,57.9,4356680,9666,march
619,m,4.2,49.5,2194916,8243,march
620,m,1.6,51.7,77001,8694,march
621,m,1.7,48.3,68995,7019,march
622,m,7.6,47.5,5276391,7546,march
623,unknown,14.4,120.3,1159327,8590,march
624,m,244.0,47.1,105120,9873,march
625,m,13.8,52.0,1459985,12408,march
626,m,18.1,46.2,60849,7157,march
627,m,15.2,35.5,2868294,10563,march
628,m,15.2,55.3,118399,8826,march
629,m,15.7,40.8,839153,8154,march
630,m,17.3,39.3,3495160,8954,march
631,m,6.2,37.4,7486642,11109,march
632,m,14.1,29.7,5040622,13056,march
633,f,2.6,40.8,72931,8898,march
634,m,4.5,41.1,2217977,8388,march
635,m,14.8,50.1,106005,9210,march
636,f,7.2,58.1,111524,12015,march
637,m,3.0,57.7,1094587,7960,march
638,m,9.4,57.1,126504,10237,march
639,m,9.2,44.4,3753127,9973,march
640,unknown,9.2,59.0,1467486,8227,march
641,m,11.0,28.0,128235,8907,march
642,m,8.4,37.7,3278633,10716,march
643,m,16.0,30.1,77044,9992,march
644,m,5.4,54.4,101042,9498,march
645,m,2.3,46.7,85594,10252,march
646,m,10.2,29.8,421975,8732,march
647,f,11.7,57.5,3332823,9963,march
648,m,4.4,43.4,1789230,13125,march
649,f,6.4,35.3,123871,9364,march
650,m,12.5,37.3,3051343,9935,march
651,m,8.3,33.5,62017,6681,march
652,unknown,1.1,37.6,118289,11083,march
653,m,13.8,52.1,3067619,9567,march
654,m,9.7,50.0,3181238,7729,march
655,m,7.7,45.8,1305022,9451,march
656,m,17.8,50.8,116879,8255,march
657,m,10.4,47.5,72554,6805,march
658,m,11.6,41.0,82505,7370,march
659,m,14.7,59.7,115088,8285,march
660,m,321.0,51.0,4225388,9802,march
661,m,1.7,51.6,4173422,7331,march
662,m,6.8,45.3,167534,11456,march
663,m,12.1,51.1,112920,7665,march
664,m,17.9,40.0,183012,12566,march
665,m,215.0,120.3,3241300,8589,march
666,m,8.7,29.7,104518,8114,march
667,unknown,1.7,47.7,107611,8116,march
668,m,14.9,25.268503225143835,171858,9534,march
669,m,13.9,47.0,7733928,9266,march
670,m,8.3,30.4,97396,9030,march
671,m,16.8,55.8,4281701,10035,march
